2025-11-26 18:04:10,635 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:39:14,430 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX chunk_id_idx IF NOT EXISTS FOR (c:Chunk) ON (c.id)
2025-11-26 23:39:14,430 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX chunk_id_idx IF NOT EXISTS FOR (e:Chunk) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX chunk_id_unique FOR (e:Chunk) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX chunk_id_idx IF NOT EXISTS FOR (c:Chunk) ON (c.id)'
2025-11-26 23:39:14,432 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX image_id_idx IF NOT EXISTS FOR (i:Image) ON (i.id)
2025-11-26 23:39:14,432 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX image_id_idx IF NOT EXISTS FOR (e:Image) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX unique_image_id FOR (e:Image) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX image_id_idx IF NOT EXISTS FOR (i:Image) ON (i.id)'
2025-11-26 23:39:14,433 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX community_idx IF NOT EXISTS FOR (c:Community) ON (c.id)
2025-11-26 23:39:14,434 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX community_idx IF NOT EXISTS FOR (e:Community) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX community_id_unique FOR (e:Community) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX community_idx IF NOT EXISTS FOR (c:Community) ON (c.id)'
2025-11-26 23:39:14,435 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX user_id_idx IF NOT EXISTS FOR (u:User) ON (u.id)
2025-11-26 23:39:14,435 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX user_id_idx IF NOT EXISTS FOR (e:User) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX unique_user FOR (e:User) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX user_id_idx IF NOT EXISTS FOR (u:User) ON (u.id)'
2025-11-26 23:39:30,294 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:39:30,302 | INFO     | app                  | Active user set to: arib
2025-11-26 23:39:30,312 | INFO     | retrieval            | [find_entities] (personal) query='What is Arib Ansari familiar with?' tokens=['what', 'is', 'arib', 'ansari', 'familiar', 'with'] candidates_found=8
2025-11-26 23:39:30,517 | INFO     | memory               | [Entity Success] user=arib, entity=Arib Ansari, tokens=['what', 'arib', 'ansari', 'familiar', 'with']
2025-11-26 23:39:30,528 | INFO     | memory               | [Entity Success] user=arib, entity=Jamia Millia Islamia, tokens=['what', 'arib', 'ansari', 'familiar', 'with']
2025-11-26 23:39:31,769 | INFO     | memory               | Stored query+answer in user memory.
2025-11-26 23:39:31,769 | INFO     | app                  | [Memory] Stored user query and answer pair.
2025-11-26 23:39:31,871 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:39:31,878 | INFO     | app                  | Active user set to: arib
2025-11-26 23:39:40,344 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:39:40,354 | INFO     | app                  | Active user set to: arib
2025-11-26 23:39:40,364 | INFO     | retrieval            | [find_entities] (personal) query='give more info' tokens=['give', 'more', 'info'] candidates_found=2
2025-11-26 23:39:42,556 | INFO     | memory               | Stored query+answer in user memory.
2025-11-26 23:39:42,556 | INFO     | app                  | [Memory] Stored user query and answer pair.
2025-11-26 23:39:42,656 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:39:42,663 | INFO     | app                  | Active user set to: arib
2025-11-26 23:39:56,081 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:39:56,088 | INFO     | app                  | Active user set to: arib
2025-11-26 23:39:56,099 | INFO     | retrieval            | [find_entities] (personal) query='Where does he work?' tokens=['where', 'does', 'he', 'work'] candidates_found=9
2025-11-26 23:39:58,067 | INFO     | memory               | Stored query+answer in user memory.
2025-11-26 23:39:58,067 | INFO     | app                  | [Memory] Stored user query and answer pair.
2025-11-26 23:39:58,160 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:39:58,168 | INFO     | app                  | Active user set to: arib
2025-11-26 23:40:04,401 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:40:04,408 | INFO     | app                  | Active user set to: arib
2025-11-26 23:40:04,419 | INFO     | retrieval            | [find_entities] (personal) query='What is his university?' tokens=['what', 'is', 'his', 'university'] candidates_found=6
2025-11-26 23:40:04,476 | INFO     | memory               | [Entity Success] user=arib, entity=Jamia Millia Islamia, tokens=['what', 'his', 'university']
2025-11-26 23:40:06,459 | INFO     | memory               | Stored query+answer in user memory.
2025-11-26 23:40:06,459 | INFO     | app                  | [Memory] Stored user query and answer pair.
2025-11-26 23:40:06,605 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:40:06,612 | INFO     | app                  | Active user set to: arib
2025-11-26 23:40:12,895 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:40:12,901 | INFO     | app                  | Active user set to: arib
2025-11-26 23:40:12,914 | INFO     | retrieval            | [find_entities] (personal) query='What about Kubernetes?' tokens=['what', 'about', 'kubernetes'] candidates_found=1
2025-11-26 23:40:12,935 | INFO     | memory               | [Entity Success] user=arib, entity=Kubernetes, tokens=['what', 'about', 'kubernetes']
2025-11-26 23:40:15,116 | INFO     | memory               | Stored query+answer in user memory.
2025-11-26 23:40:15,117 | INFO     | app                  | [Memory] Stored user query and answer pair.
2025-11-26 23:40:15,221 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:40:15,228 | INFO     | app                  | Active user set to: arib
2025-11-26 23:40:28,622 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:40:28,652 | INFO     | app                  | Active user set to: arib
2025-11-26 23:40:28,801 | INFO     | retrieval            | [find_entities] (personal) query='Which AI/ML concepts is he most familiar with?' tokens=['which', 'ai', 'ml', 'concepts', 'is', 'he', 'most', 'familiar', 'with'] candidates_found=14
2025-11-26 23:40:28,903 | INFO     | memory               | [Entity Success] user=arib, entity=Jamia Millia Islamia, tokens=['which', 'concepts', 'most', 'familiar', 'with']
2025-11-26 23:40:30,507 | INFO     | memory               | Stored query+answer in user memory.
2025-11-26 23:40:30,508 | INFO     | app                  | [Memory] Stored user query and answer pair.
2025-11-26 23:40:30,600 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:40:30,609 | INFO     | app                  | Active user set to: arib
2025-11-26 23:40:55,821 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:40:55,828 | INFO     | app                  | Active user set to: arib
2025-11-26 23:40:55,993 | INFO     | retrieval            | [find_entities] (personal) query='Does he have proficiency in pytorch and transformers?' tokens=['does', 'he', 'have', 'proficiency', 'in', 'pytorch', 'and', 'transformers'] candidates_found=19
2025-11-26 23:40:56,199 | INFO     | memory               | [Entity Success] user=arib, entity=Jenkins, tokens=['does', 'have', 'proficiency', 'pytorch', 'and', 'transformers']
2025-11-26 23:40:56,207 | INFO     | memory               | [Entity Success] user=arib, entity=Optum Global Solutions, tokens=['does', 'have', 'proficiency', 'pytorch', 'and', 'transformers']
2025-11-26 23:40:56,218 | INFO     | memory               | [Entity Success] user=arib, entity=Processing & Feature Extraction, tokens=['does', 'have', 'proficiency', 'pytorch', 'and', 'transformers']
2025-11-26 23:40:56,235 | INFO     | memory               | [Entity Success] user=arib, entity=Multimodal Data Ingestion, tokens=['does', 'have', 'proficiency', 'pytorch', 'and', 'transformers']
2025-11-26 23:40:57,894 | INFO     | memory               | Stored query+answer in user memory.
2025-11-26 23:40:57,895 | INFO     | app                  | [Memory] Stored user query and answer pair.
2025-11-26 23:40:58,034 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:40:58,040 | INFO     | app                  | Active user set to: arib
2025-11-26 23:41:44,472 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:41:48,646 | INFO     | app                  | Active user set to: arib
2025-11-26 23:41:48,648 | INFO     | neo4j                | [OK] APOC detected: 5.26.16
2025-11-26 23:41:48,649 | INFO     | neo4j                | Executed index/constraint: CREATE CONSTRAINT entity_name_unique IF NOT EXISTS FOR (e:Entity) REQUIRE e.name IS UNIQUE
2025-11-26 23:41:48,650 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE CONSTRAINT entity_name_unique IF NOT EXISTS FOR (e:Entity) REQUIRE (e.name) IS UNIQUE' has no effect. The index or constraint specified by 'CONSTRAINT entity_name_unique FOR (e:Entity) REQUIRE (e.name) IS UNIQUE' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE CONSTRAINT entity_name_unique IF NOT EXISTS FOR (e:Entity) REQUIRE e.name IS UNIQUE'
2025-11-26 23:41:48,651 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX chunk_id_idx IF NOT EXISTS FOR (c:Chunk) ON (c.id)
2025-11-26 23:41:48,652 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX chunk_id_idx IF NOT EXISTS FOR (e:Chunk) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX chunk_id_unique FOR (e:Chunk) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX chunk_id_idx IF NOT EXISTS FOR (c:Chunk) ON (c.id)'
2025-11-26 23:41:48,653 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX image_id_idx IF NOT EXISTS FOR (i:Image) ON (i.id)
2025-11-26 23:41:48,653 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX image_id_idx IF NOT EXISTS FOR (e:Image) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX unique_image_id FOR (e:Image) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX image_id_idx IF NOT EXISTS FOR (i:Image) ON (i.id)'
2025-11-26 23:41:48,655 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX community_idx IF NOT EXISTS FOR (c:Community) ON (c.id)
2025-11-26 23:41:48,655 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX community_idx IF NOT EXISTS FOR (e:Community) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX community_id_unique FOR (e:Community) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX community_idx IF NOT EXISTS FOR (c:Community) ON (c.id)'
2025-11-26 23:41:48,656 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX user_id_idx IF NOT EXISTS FOR (u:User) ON (u.id)
2025-11-26 23:41:48,656 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX user_id_idx IF NOT EXISTS FOR (e:User) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX unique_user FOR (e:User) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX user_id_idx IF NOT EXISTS FOR (u:User) ON (u.id)'
2025-11-26 23:41:55,135 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:41:55,145 | INFO     | app                  | Active user set to: arib
2025-11-26 23:41:55,154 | INFO     | retrieval            | [find_entities] (personal) query='What is Arib Ansari familiar with?' tokens=['what', 'is', 'arib', 'ansari', 'familiar', 'with'] candidates_found=8
2025-11-26 23:41:55,317 | INFO     | memory               | [Entity Success] user=arib, entity=Arib Ansari, tokens=['what', 'arib', 'ansari', 'familiar', 'with']
2025-11-26 23:41:55,328 | INFO     | memory               | [Entity Success] user=arib, entity=Jamia Millia Islamia, tokens=['what', 'arib', 'ansari', 'familiar', 'with']
2025-11-26 23:41:57,866 | INFO     | memory               | Stored query+answer in user memory.
2025-11-26 23:41:57,866 | INFO     | app                  | [Memory] Stored user query and answer pair.
2025-11-26 23:41:58,001 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:41:58,007 | INFO     | app                  | Active user set to: arib
2025-11-26 23:42:06,380 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:42:06,388 | INFO     | app                  | Active user set to: arib
2025-11-26 23:42:06,398 | INFO     | retrieval            | [find_entities] (personal) query='give more info' tokens=['give', 'more', 'info'] candidates_found=2
2025-11-26 23:42:10,529 | INFO     | memory               | Stored query+answer in user memory.
2025-11-26 23:42:10,529 | INFO     | app                  | [Memory] Stored user query and answer pair.
2025-11-26 23:42:10,664 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 23:42:10,671 | INFO     | app                  | Active user set to: arib
2025-11-27 01:07:39,904 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 01:07:44,267 | INFO     | app                  | Active user set to: arib
2025-11-27 01:07:44,270 | INFO     | neo4j                | [OK] APOC detected: 5.26.16
2025-11-27 01:07:44,278 | INFO     | neo4j                | Executed index/constraint: CREATE CONSTRAINT entity_name_unique IF NOT EXISTS FOR (e:Entity) REQUIRE e.name IS UNIQUE
2025-11-27 01:07:44,280 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE CONSTRAINT entity_name_unique IF NOT EXISTS FOR (e:Entity) REQUIRE (e.name) IS UNIQUE' has no effect. The index or constraint specified by 'CONSTRAINT entity_name_unique FOR (e:Entity) REQUIRE (e.name) IS UNIQUE' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE CONSTRAINT entity_name_unique IF NOT EXISTS FOR (e:Entity) REQUIRE e.name IS UNIQUE'
2025-11-27 01:07:44,284 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX chunk_id_idx IF NOT EXISTS FOR (c:Chunk) ON (c.id)
2025-11-27 01:07:44,285 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX chunk_id_idx IF NOT EXISTS FOR (e:Chunk) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX chunk_id_unique FOR (e:Chunk) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX chunk_id_idx IF NOT EXISTS FOR (c:Chunk) ON (c.id)'
2025-11-27 01:07:44,287 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX image_id_idx IF NOT EXISTS FOR (i:Image) ON (i.id)
2025-11-27 01:07:44,287 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX image_id_idx IF NOT EXISTS FOR (e:Image) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX unique_image_id FOR (e:Image) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX image_id_idx IF NOT EXISTS FOR (i:Image) ON (i.id)'
2025-11-27 01:07:44,289 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX community_idx IF NOT EXISTS FOR (c:Community) ON (c.id)
2025-11-27 01:07:44,289 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX community_idx IF NOT EXISTS FOR (e:Community) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX community_id_unique FOR (e:Community) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX community_idx IF NOT EXISTS FOR (c:Community) ON (c.id)'
2025-11-27 01:07:44,291 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX user_id_idx IF NOT EXISTS FOR (u:User) ON (u.id)
2025-11-27 01:07:44,291 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX user_id_idx IF NOT EXISTS FOR (e:User) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX unique_user FOR (e:User) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX user_id_idx IF NOT EXISTS FOR (u:User) ON (u.id)'
2025-11-27 03:51:25,135 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 03:51:29,483 | INFO     | app                  | Active user set to: demo
2025-11-27 03:51:31,849 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 03:51:31,860 | INFO     | app                  | Active user set to: demo
2025-11-27 03:51:34,298 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 03:51:34,304 | INFO     | app                  | Active user set to: demo
2025-11-27 03:52:17,896 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 03:52:17,941 | INFO     | app                  | Active user set to: demo
2025-11-27 03:52:18,896 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 03:52:18,903 | INFO     | app                  | Active user set to: demo
2025-11-27 03:55:49,631 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 03:55:49,641 | INFO     | app                  | Active user set to: demo
2025-11-27 03:55:49,851 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 03:55:49,858 | INFO     | app                  | Active user set to: demo
2025-11-27 03:55:50,084 | INFO     | entity_extraction    | Running entity and graph extraction LLM...
2025-11-27 03:55:50,084 | INFO     | llm_local            | Loading local TEXT model from: D:\models\Mistral-7B-Instruct-v0.1-GGUF\mistral-7b-instruct-v0.1.Q4_K_M.gguf
2025-11-27 03:55:57,405 | INFO     | llm_local            | Loaded text model in 7.32s
2025-11-27 03:55:57,408 | INFO     | gpu_manager          | Registered text model as active on GPU.
2025-11-27 03:56:14,769 | INFO     | llm_local            | Model generation completed, output length=2310 chars
2025-11-27 03:56:14,776 | INFO     | entity_extraction    | Extracted 9 entities and 10 relations.
2025-11-27 03:56:54,328 | INFO     | llm_local            | Model generation completed, output length=5119 chars
2025-11-27 03:56:54,333 | INFO     | relation_extractor   | Relation extractor returned 28 relations.
2025-11-27 03:56:54,333 | INFO     | graph_builder        | Building graph chunk chunk_d68c3282: 9 entities, 38 relations
2025-11-27 03:56:54,334 | INFO     | neo4j                | Storing chunk chunk_d68c3282: 9 entities, 38 relations
2025-11-27 03:56:56,738 | INFO     | neo4j                | Chunk chunk_d68c3282 stored successfully.
2025-11-27 03:56:56,825 | INFO     | memory               | Recorded interest (user=demo, chunk=chunk_d68c3282) tokens=[]
2025-11-27 03:56:56,826 | INFO     | graph_builder        | Successfully stored graph chunk chunk_d68c3282
2025-11-27 04:07:32,397 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 04:07:34,512 | INFO     | app                  | Active user set to: demo
2025-11-27 04:07:35,840 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-27 04:07:35,851 | INFO     | app                  | Active user set to: demo
2025-11-27 04:07:35,939 | INFO     | pdf_utils            | Attempting to summarize PDF with Gemini...
2025-11-27 04:07:46,319 | INFO     | pdf_utils            | Gemini summary generated successfully.
2025-11-27 04:07:46,377 | INFO     | pdf_utils            | Processing 4 chunks for graph extraction...
2025-11-27 04:07:46,379 | INFO     | entity_extraction    | Running entity and graph extraction LLM...
2025-11-27 04:08:05,582 | INFO     | llm_local            | Model generation completed, output length=2322 chars
2025-11-27 04:08:05,582 | INFO     | entity_extraction    | Extracted 7 entities and 11 relations.
2025-11-27 04:08:08,714 | INFO     | llm_local            | Model generation completed, output length=320 chars
2025-11-27 04:08:08,714 | INFO     | relation_extractor   | Relation extractor returned 2 relations.
2025-11-27 04:08:08,714 | INFO     | graph_builder        | Building graph chunk pdf_chunk_ee41f42f: 7 entities, 13 relations
2025-11-27 04:08:08,714 | INFO     | neo4j                | Storing chunk pdf_chunk_ee41f42f: 7 entities, 13 relations
2025-11-27 04:08:09,035 | INFO     | neo4j                | Chunk pdf_chunk_ee41f42f stored successfully.
2025-11-27 04:08:09,048 | INFO     | memory               | Recorded interest (user=demo, chunk=pdf_chunk_ee41f42f) tokens=[]
2025-11-27 04:08:09,049 | INFO     | graph_builder        | Successfully stored graph chunk pdf_chunk_ee41f42f
2025-11-27 04:08:09,049 | INFO     | entity_extraction    | Running entity and graph extraction LLM...
2025-11-27 04:08:12,292 | INFO     | llm_local            | Model generation completed, output length=294 chars
2025-11-27 04:08:12,292 | INFO     | entity_extraction    | Extracted 2 entities and 1 relations.
2025-11-27 04:08:59,932 | INFO     | llm_local            | Model generation completed, output length=8983 chars
2025-11-27 04:08:59,933 | WARNING  | relation_extractor   | Relation extractor: model returned no output.
2025-11-27 04:08:59,933 | INFO     | graph_builder        | Building graph chunk pdf_chunk_9b5b12ac: 2 entities, 1 relations
2025-11-27 04:08:59,934 | INFO     | neo4j                | Storing chunk pdf_chunk_9b5b12ac: 2 entities, 1 relations
